subjectID	 order	 itemIndABC	 runtrial	 isOld?	 subjectAnswer	 onsettime	 Name	 resp_choice	 RT	 bidInd	 isBeep?
BMI_bf_101	 1	 65	 28	 0	 0	 5.576642e+01	 405.tif	 i	 5.407211e-01	 0	 0
BMI_bf_101	 1	 16	 29	 1	 1	 5.734986e+01	 016.TIF	 u	 1.133147e+00	 55	 0
BMI_bf_101	 1	 21	 30	 1	 0	 5.953313e+01	 021.TIF	 i	 1.109731e+00	 57	 0
BMI_bf_101	 1	 5	 31	 1	 1	 6.168307e+01	 005.tif	 u	 5.516917e-01	 43	 0
BMI_bf_101	 1	 80	 32	 0	 0	 6.328301e+01	 420.tif	 i	 7.756272e-01	 0	 0
BMI_bf_101	 1	 60	 33	 1	 1	 6.509956e+01	 130.TIF	 u	 7.109628e-01	 5	 0
BMI_bf_101	 1	 28	 34	 1	 0	 6.684957e+01	 028.TIF	 i	 1.368792e+00	 16	 0
BMI_bf_101	 1	 48	 35	 1	 1	 6.926603e+01	 118.TIF	 u	 6.162266e-01	 20	 1
BMI_bf_101	 1	 47	 36	 1	 0	 7.093290e+01	 117.tif	 i	 1.541170e+00	 37	 1
BMI_bf_101	 1	 78	 37	 0	 0	 7.351604e+01	 418.tif	 i	 7.179239e-01	 0	 0
BMI_bf_101	 1	 74	 38	 0	 0	 7.528265e+01	 414.tif	 i	 5.432223e-01	 0	 0
BMI_bf_101	 1	 20	 39	 1	 0	 7.686594e+01	 020.TIF	 i	 1.063793e+00	 14	 0
BMI_bf_101	 1	 66	 40	 0	 0	 7.898254e+01	 406.tif	 i	 6.190839e-01	 0	 0
BMI_bf_101	 1	 71	 41	 0	 0	 8.064915e+01	 411.tif	 i	 7.763568e-01	 0	 0
BMI_bf_101	 1	 69	 42	 0	 0	 8.246577e+01	 409.tif	 i	 5.436283e-01	 0	 0
BMI_bf_101	 1	 1	 43	 1	 1	 8.404908e+01	 001.tif	 u	 9.601882e-01	 38	 0
BMI_bf_101	 1	 35	 44	 1	 1	 8.604902e+01	 105.TIF	 u	 1.032112e+00	 59	 0
BMI_bf_101	 1	 24	 45	 1	 0	 8.813227e+01	 024.TIF	 i	 6.927640e-01	 28	 0
BMI_bf_101	 1	 8	 46	 1	 1	 8.986555e+01	 008.TIF	 u	 1.343310e+00	 60	 0
BMI_bf_101	 1	 11	 47	 1	 1	 9.224882e+01	 011.TIF	 u	 9.359122e-01	 18	 1
BMI_bf_101	 1	 25	 48	 1	 1	 9.423210e+01	 025.TIF	 u	 1.064494e+00	 45	 1
BMI_bf_101	 1	 18	 49	 1	 1	 9.634870e+01	 018.tif	 u	 6.597412e-01	 53	 1
BMI_bf_101	 1	 38	 50	 1	 1	 9.804858e+01	 108.TIF	 u	 8.237843e-01	 12	 1
BMI_bf_101	 1	 53	 51	 1	 1	 9.991527e+01	 123.TIF	 u	 5.809815e-01	 25	 1
BMI_bf_101	 1	 59	 52	 1	 0	 1.015485e+02	 129.TIF	 i	 1.403613e+00	 9	 0
BMI_bf_101	 1	 6	 53	 1	 1	 1.039985e+02	 006.TIF	 u	 1.545443e+00	 58	 0
BMI_bf_101	 1	 26	 54	 1	 1	 1.065984e+02	 026.TIF	 u	 1.609366e+00	 41	 0
BMI_bf_101	 1	 72	 55	 0	 0	 1.092483e+02	 412.tif	 i	 8.473181e-01	 0	 0
BMI_bf_101	 1	 62	 56	 0	 0	 1.111483e+02	 402.tif	 i	 6.832569e-01	 0	 0
BMI_bf_101	 1	 40	 57	 1	 1	 1.128815e+02	 110.TIF	 u	 1.069835e+00	 15	 1
BMI_bf_101	 1	 12	 58	 1	 1	 1.149981e+02	 012.TIF	 u	 1.065086e+00	 54	 0
BMI_bf_101	 1	 36	 59	 1	 0	 1.171147e+02	 106.TIF	 i	 1.164399e+00	 26	 0
BMI_bf_101	 1	 23	 60	 1	 1	 1.193313e+02	 023.TIF	 u	 5.716422e-01	 48	 0
BMI_bf_101	 1	 68	 61	 0	 0	 1.209480e+02	 408.tif	 i	 5.468992e-01	 0	 0
BMI_bf_101	 1	 79	 62	 0	 0	 1.225479e+02	 419.tif	 i	 7.228652e-01	 0	 0
BMI_bf_101	 1	 9	 63	 1	 1	 1.243144e+02	 009.TIF	 u	 8.282581e-01	 39	 1
BMI_bf_101	 1	 30	 64	 1	 1	 1.261978e+02	 030.tif	 u	 7.287070e-01	 30	 0
BMI_bf_101	 1	 52	 65	 1	 0	 1.279811e+02	 122.TIF	 i	 9.692906e-01	 27	 0
BMI_bf_101	 1	 58	 66	 1	 1	 1.299977e+02	 128.TIF	 u	 1.088555e+00	 32	 0
BMI_bf_101	 1	 37	 67	 1	 1	 1.321310e+02	 107.TIF	 u	 9.471475e-01	 47	 1
BMI_bf_101	 1	 10	 68	 1	 1	 1.341309e+02	 010.TIF	 u	 1.691013e+00	 51	 0
BMI_bf_101	 1	 76	 69	 0	 0	 1.368642e+02	 416.tif	 i	 5.176812e-01	 0	 0
BMI_bf_101	 1	 19	 70	 1	 1	 1.384308e+02	 019.tif	 u	 7.349276e-01	 31	 0
BMI_bf_101	 1	 29	 71	 1	 1	 1.402141e+02	 029.TIF	 u	 1.039511e+00	 42	 1
BMI_bf_101	 1	 4	 72	 1	 0	 1.422973e+02	 004.TIF	 i	 7.881306e-01	 34	 0
BMI_bf_101	 1	 17	 73	 1	 1	 1.441306e+02	 017.tif	 u	 6.587309e-01	 52	 1
BMI_bf_101	 1	 77	 74	 0	 0	 1.458306e+02	 417.tif	 i	 6.226760e-01	 0	 0
BMI_bf_101	 1	 51	 75	 1	 1	 1.474972e+02	 121.TIF	 u	 8.359415e-01	 8	 0
BMI_bf_101	 1	 57	 76	 1	 1	 1.493805e+02	 127.tif	 u	 6.165656e-01	 11	 0
BMI_bf_101	 1	 14	 77	 1	 1	 1.510469e+02	 014.TIF	 u	 8.299600e-01	 50	 1
BMI_bf_101	 1	 7	 78	 1	 0	 1.529302e+02	 007.tif	 i	 1.530512e+00	 44	 1
BMI_bf_101	 1	 70	 79	 0	 1	 1.555135e+02	 410.tif	 u	 6.271232e-01	 0	 0
BMI_bf_101	 1	 63	 80	 0	 0	 1.571802e+02	 403.tif	 i	 6.242791e-01	 0	 0
